"","Customer_ID","Credit_Amount","Purpose_Credit_Taken","Duration_in_Months","Status_Checking_Accnt","Credit_History","Job_Status","Years_At_Present_Employment","Marital_Status_Gender","Other_Debtors_Guarantors","Current_Address_Yrs","Age","Housing","Num_Credits","Num_Dependents","Foreign_Worker","Default_On_Payment","Dummy_Job_Status_A171","Dummy_Job_Status_A172","Dummy_Job_Status_A173","Dummy_Purpose_Credit_Taken_Low","Dummy_Purpose_Credit_Taken_High","Dummy_Status_Checking_Accnt_High","Dummy_Status_Checking_Accnt_Medium","Dummy_Credit_History_High","Dummy_Credit_History_Low","Dummy_Years_At_Present_Employment_High","Dummy_Years_At_Present_Employment_Medium","Dummy_Marital_Status_Gender","Dummy_Other_Debtors_Guarantors","Dummy_Housing","Dummy_Foreign_Worker","Dummy_Age_Group","Dummy_Credit_Amount","Dummy_Current_Address_Yrs","Predicted_Probability"
"3711","C18711",3676,"P40",6,"S11","A34","A173","E73","A93","A101",3,37,"A151",3,2,"A201",0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0.288846770606972
"2338","C17338",1231,"P43",24,"S11","A34","A174","E75","A92","A101",4,57,"A151",2,1,"A201",0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0.358294929489869
"959","C15959",3249,"P40",36,"S11","A32","A174","E74","A93","A101",4,39,"A153",1,2,"A201",0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0.683582560245265
"183","C15183",3857,"P41",30,"S11","A32","A174","E73","A91","A101",4,40,"A152",1,1,"A201",0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0.486472942768352
"3482","C18482",14782,"P50",60,"S12","A31","A174","E75","A92","A101",4,60,"A153",2,1,"A201",1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0.912188504839501
"3892","C18892",2186,"P42",15,"S14","A32","A172","E74","A92","A101",4,33,"A151",1,1,"A201",0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0.209655877134545
"3369","C18369",15672,"P49",48,"S12","A32","A173","E73","A93","A101",2,23,"A152",1,1,"A201",1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0.578775649954521
"4753","C19753",4042,"P41",24,"S14","A34","A173","E74","A93","A101",4,43,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0493213537580633
"3936","C18936",4370,"P43",42,"S11","A33","A173","E74","A93","A101",2,26,"A152",2,2,"A201",1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0.507070674260342
"4836","C19836",4153,"P42",18,"S11","A32","A173","E73","A93","A102",3,42,"A152",1,1,"A201",1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0.456954021341531
"1364","C16364",9398,"P41",36,"S12","A32","A174","E72","A94","A101",4,28,"A151",1,1,"A201",1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0.519804726733948
"1346","C16346",6887,"P46",36,"S11","A33","A173","E73","A93","A101",3,29,"A152",1,1,"A201",1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0.605056033985848
"1098","C16098",2141,"P43",12,"S14","A32","A173","E74","A93","A101",1,35,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0449395332683648
"2351","C17351",2032,"P40",24,"S14","A33","A173","E75","A93","A101",4,60,"A153",2,1,"A201",0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0.20677762631139
"980","C15980",1835,"P43",21,"S11","A32","A173","E73","A92","A101",2,25,"A152",2,1,"A201",1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0.412481681132532
"1343","C16343",6568,"P49",24,"S11","A32","A172","E73","A94","A101",2,21,"A152",1,1,"A201",0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0.506779146574888
"3408","C18408",3643,"P42",15,"S11","A33","A172","E75","A92","A101",4,27,"A152",2,1,"A201",0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0.511142395346445
"2725","C17725",4020,"P42",24,"S11","A32","A173","E73","A93","A101",2,27,"A152",1,1,"A201",0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0.506779146574888
"4963","C19963",5965,"P41",27,"S12","A33","A174","E75","A93","A101",2,30,"A152",2,1,"A201",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0.273025571312422
"2810","C17810",1198,"P46",6,"S11","A31","A173","E75","A92","A101",4,35,"A153",1,1,"A201",1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0.74103901107774
"760","C15760",701,"P43",12,"S11","A32","A172","E73","A94","A101",2,40,"A152",1,1,"A201",0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0.274808207258382
"4041","C19041",1442,"P40",24,"S11","A32","A173","E74","A92","A101",4,23,"A151",2,1,"A201",1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0.665494948733669
"574","C15574",10623,"P41",30,"S11","A34","A174","E75","A93","A101",4,38,"A153",3,2,"A201",0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0.331790992734227
"411","C15411",1201,"P40",24,"S12","A32","A173","E72","A93","A101",1,26,"A152",1,1,"A201",0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0.392529331004056
"3082","C18082",2831,"P43",30,"S14","A34","A173","E73","A92","A101",2,33,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0.0800228513738534
"322","C15322",841,"P49",12,"S12","A32","A172","E74","A92","A101",4,23,"A151",1,1,"A201",0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0.44525370788776
"4737","C19737",7393,"P40",24,"S14","A32","A172","E73","A93","A101",4,43,"A152",1,2,"A201",0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0.156016974968144
"949","C15949",5371,"P42",36,"S11","A34","A173","E73","A93","A103",2,28,"A152",2,1,"A201",0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0.303756344316824
"94","C15094",3029,"P41",15,"S14","A32","A173","E74","A93","A101",2,33,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.070058972687681
"2700","C17700",433,"P46",6,"S12","A31","A173","E72","A92","A101",2,24,"A151",1,2,"A201",1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0.722795972012912
"1230","C16230",2404,"P43",18,"S14","A34","A173","E73","A92","A101",2,26,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0.0551225930111518
"4330","C19330",708,"P42",12,"S11","A32","A172","E73","A93","A103",3,38,"A152",1,2,"A201",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.277727453208082
"4136","C19136",1928,"P42",18,"S12","A34","A172","E72","A93","A101",2,31,"A152",2,1,"A201",1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0.281255341622145
"102","C15102",5866,"P40",18,"S12","A32","A173","E73","A93","A101",2,30,"A152",2,1,"A201",0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0.336060911421833
"4403","C19403",6078,"P40",12,"S12","A32","A173","E74","A93","A101",2,32,"A152",1,1,"A201",0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0.293047773292849
"879","C15879",1322,"P40",11,"S12","A34","A173","E73","A92","A101",4,40,"A152",2,1,"A201",0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0.21934420395023
"1704","C16704",882,"P43",13,"S12","A34","A173","E72","A93","A103",4,23,"A152",2,1,"A201",0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0.0922783589633826
"2235","C17235",12579,"P41",24,"S12","A32","A174","E75","A92","A101",2,44,"A153",1,1,"A201",1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0.396892556433756
"287","C15287",2684,"P43",24,"S14","A34","A172","E73","A93","A101",2,35,"A152",2,1,"A201",0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0.0493213537580633
"4234","C19234",1525,"P40",24,"S14","A32","A173","E74","A92","A101",3,34,"A152",1,2,"A201",0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0.202439816386
"357","C15357",2580,"P49",21,"S14","A33","A172","E72","A93","A101",2,41,"A152",1,2,"A201",1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0.202176198728489
"2776","C17776",4113,"P41",24,"S12","A32","A173","E72","A92","A101",4,28,"A151",1,1,"A201",1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0.499213589824432
"3754","C18754",1216,"P40",18,"S11","A32","A173","E72","A92","A101",3,23,"A151",1,1,"A201",1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0.711654621196058
"2153","C17153",2647,"P43",6,"S11","A32","A173","E73","A93","A101",3,44,"A151",1,2,"A201",0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0.304410135662704
"1335","C16335",5234,"P40",30,"S12","A34","A174","E71","A94","A101",2,28,"A152",2,1,"A201",1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0.36847043331136
"4583","C19583",1750,"P43",6,"S14","A31","A172","E75","A93","A101",4,45,"A152",1,2,"A201",0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.127561579583728
"1190","C16190",1778,"P40",15,"S12","A30","A171","E72","A92","A101",1,26,"A151",2,1,"A201",1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0.708303575180756
"4290","C19290",2331,"P43",12,"S14","A34","A173","E75","A93","A102",4,49,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0336251372854894
"3024","C18024",3190,"P43",18,"S11","A32","A173","E73","A92","A101",2,24,"A152",1,1,"A201",1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0.388509840660851
"2220","C17220",4576,"P41",45,"S12","A34","A173","E71","A93","A101",4,27,"A152",1,1,"A201",0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0.345815803442264
"2020","C17020",2002,"P40",12,"S12","A32","A173","E74","A93","A101",4,30,"A151",1,2,"A201",0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0.3689044670016
"1117","C16117",11590,"P41",48,"S14","A34","A172","E73","A92","A101",4,24,"A151",2,1,"A201",1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0.182553780895861
"4712","C19712",3650,"P42",18,"S11","A32","A173","E72","A92","A101",4,22,"A151",1,1,"A201",0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0.711654621196058
"2014","C17014",1258,"P43",24,"S13","A32","A172","E73","A92","A101",3,57,"A152",1,1,"A201",0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0.122481642461881
"607","C15607",2337,"P43",36,"S12","A34","A173","E75","A93","A101",4,36,"A152",1,1,"A201",0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0.205484646234441
"2523","C17523",1098,"P43",18,"S14","A34","A171","E71","A92","A101",4,65,"A152",2,1,"A201",0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0.0811956591341619
"1000","C16000",7393,"P40",24,"S14","A32","A172","E73","A93","A101",4,43,"A152",1,2,"A201",0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0.156016974968144
"2174","C17174",1048,"P43",10,"S12","A31","A172","E73","A93","A101",4,23,"A152",1,1,"A201",0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0.35834815946294
"4389","C19389",7485,"P41",30,"S14","A31","A174","E71","A92","A101",1,53,"A152",1,1,"A201",1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0.318158791892893
"868","C15868",629,"P43",18,"S14","A34","A174","E75","A93","A101",3,32,"A152",2,1,"A201",0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0407557644486945
"2788","C17788",2221,"P42",15,"S14","A32","A173","E73","A92","A101",4,20,"A151",1,1,"A201",0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0.209655877134545
"4578","C19578",618,"P43",12,"S14","A34","A173","E75","A93","A101",4,56,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0336251372854894
"4242","C19242",2384,"P45",36,"S12","A32","A172","E72","A93","A101",1,33,"A151",1,1,"A201",1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0.576024422845614
"2972","C17972",1935,"P49",24,"S12","A34","A173","E75","A91","A101",4,31,"A152",2,1,"A201",1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0.302220776444304
"435","C15435",626,"P43",12,"S11","A31","A172","E73","A92","A101",4,24,"A152",1,1,"A201",1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0.576732781148913
"3725","C18725",700,"P43",6,"S14","A34","A173","E75","A93","A101",4,36,"A153",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0.0386311410991077
"4734","C19734",2012,"P46",12,"S14","A34","A173","E74","A92","A101",2,61,"A152",1,1,"A201",0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0.0799370288159394
"4845","C19845",2303,"P40",24,"S11","A32","A173","E75","A93","A102",1,45,"A152",1,1,"A201",1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0.414913417356367
"2476","C17476",2445,"P41",12,"S14","A32","A173","E72","A94","A101",4,26,"A151",1,1,"A201",0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0.127121114186549
"4500","C19500",888,"P40",12,"S12","A32","A172","E75","A93","A101",4,41,"A152",1,2,"A201",1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0.293047773292849
"3349","C18349",2684,"P43",24,"S14","A34","A172","E73","A93","A101",2,35,"A152",2,1,"A201",0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0.0493213537580633
"3335","C18335",6260,"P40",18,"S12","A32","A172","E74","A93","A101",3,28,"A151",1,1,"A201",0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0.416492202906117
"1332","C16332",2872,"P43",24,"S14","A34","A173","E75","A93","A101",4,36,"A152",1,2,"A201",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0493213537580633
"2061","C17061",6204,"P45",18,"S12","A33","A172","E73","A93","A101",4,44,"A152",1,2,"A201",0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0.336060911421833
"1169","C16169",2069,"P42",10,"S14","A34","A173","E73","A94","A101",1,26,"A152",2,1,"A202",0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0117620692585657
"1479","C16479",1231,"P43",24,"S11","A34","A174","E75","A92","A101",4,57,"A151",2,1,"A201",0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0.358294929489869
"775","C15775",2169,"P49",18,"S14","A33","A173","E73","A94","A101",2,28,"A152",1,1,"A201",1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0.131484434702704
"21","C15021",3973,"P40",14,"S11","A32","A173","E71","A93","A101",4,22,"A153",1,1,"A201",0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0.611406405520964
"81","C15081",1602,"P40",21,"S11","A34","A173","E75","A94","A101",3,30,"A152",2,1,"A201",0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0.321829718386664
"199","C15199",1028,"P40",18,"S14","A34","A173","E73","A92","A101",3,36,"A152",2,1,"A201",0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0.0959139189949413
"2582","C17582",8386,"P42",30,"S12","A34","A173","E74","A93","A101",2,49,"A152",1,1,"A201",1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0.278067370123009
"1584","C16584",8613,"P41",27,"S14","A33","A173","E73","A93","A101",2,27,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0.100985257604405
"2872","C17872",2578,"P43",24,"S14","A34","A173","E75","A93","A101",2,34,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0493213537580633
"1963","C16963",2782,"P40",21,"S14","A32","A174","E74","A92","A101",2,31,"A152",1,1,"A201",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0.18679379721218
"4599","C19599",1028,"P40",18,"S14","A34","A173","E73","A92","A101",3,36,"A152",2,1,"A201",0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0.0959139189949413
"3862","C18862",6836,"P49",60,"S11","A33","A173","E75","A93","A101",4,63,"A152",2,1,"A201",1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0.773029126604782
"4757","C19757",2241,"P40",10,"S11","A34","A172","E72","A93","A101",3,48,"A151",2,2,"A202",0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0.16995340270996
"2677","C17677",3114,"P42",18,"S11","A30","A173","E72","A92","A101",4,26,"A151",1,1,"A201",1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0.866008560855106
"1699","C16699",2171,"P43",12,"S14","A32","A173","E72","A92","A101",2,29,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0.124192718555936
"3466","C18466",1169,"P43",6,"S11","A34","A173","E75","A93","A101",4,67,"A152",2,1,"A201",0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0.136729738227268
"4723","C19723",2235,"P40",20,"S11","A34","A173","E73","A94","A103",2,33,"A151",2,1,"A202",1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0.0951959634513573
"2989","C17989",3349,"P42",36,"S14","A32","A174","E73","A92","A101",2,28,"A152",1,1,"A201",1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0.274550603014661
"4662","C19662",3149,"P42",24,"S11","A32","A173","E72","A93","A101",1,22,"A153",1,1,"A201",0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0.602358526731793
"601","C15601",2221,"P42",15,"S14","A32","A173","E73","A92","A101",4,20,"A151",1,1,"A201",0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0.209655877134545
"866","C15866",1851,"P43",24,"S14","A34","A173","E74","A94","A103",2,33,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.0281339597892972
"382","C15382",2249,"P40",18,"S11","A32","A174","E74","A93","A101",3,30,"A152",1,2,"A201",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0.456954021341531
"4138","C19138",1721,"P40",15,"S11","A32","A173","E72","A93","A101",3,36,"A152",1,1,"A201",0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0.535641489004973
"369","C15369",1546,"P43",24,"S11","A31","A172","E74","A93","A103",4,24,"A151",1,1,"A201",1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0.537943818422217
"2785","C17785",2320,"P43",18,"S14","A33","A173","E71","A94","A101",3,34,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0.111983879106501
"4360","C19360",1919,"P42",9,"S12","A34","A173","E74","A93","A101",3,35,"A151",1,1,"A201",0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0.212584984352372
"3168","C18168",8358,"P40",48,"S12","A30","A173","E72","A92","A101",1,30,"A152",2,1,"A201",0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0.837801906877505
"4003","C19003",11760,"P46",39,"S12","A33","A173","E74","A93","A101",3,32,"A151",1,1,"A201",0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0.589491350807343
"3154","C18154",9157,"P43",60,"S12","A33","A174","E73","A93","A101",2,27,"A153",1,1,"A201",0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0.613700515819616
"2634","C17634",2121,"P40",12,"S11","A34","A173","E73","A93","A101",2,30,"A152",2,1,"A201",0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0.260192163467025
"2933","C17933",10623,"P41",30,"S11","A34","A174","E75","A93","A101",4,38,"A153",3,2,"A201",0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0.331790992734227
"1323","C16323",2463,"P40",24,"S14","A34","A173","E74","A94","A101",3,27,"A152",2,1,"A201",0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0.0862113939182156
"335","C15335",7374,"P42",18,"S12","A34","A174","E71","A93","A101",4,40,"A152",2,1,"A201",0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0.281255341622145
"928","C15928",9436,"P41",54,"S14","A30","A172","E73","A93","A101",2,39,"A152",1,2,"A201",0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0.419492483981437
"2419","C17419",2384,"P45",36,"S12","A32","A172","E72","A93","A101",1,33,"A151",1,1,"A201",1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0.576024422845614
"4516","C19516",3422,"P42",18,"S14","A32","A173","E75","A93","A101",4,47,"A152",3,2,"A201",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.131484434702704
"1281","C16281",3441,"P42",30,"S12","A32","A173","E73","A92","A102",4,21,"A151",1,1,"A201",1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0.593709509925408
"107","C15107",1299,"P40",6,"S13","A34","A171","E73","A93","A101",1,74,"A152",3,2,"A202",0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0.0103108253494097
"1745","C16745",1149,"P43",18,"S14","A34","A173","E73","A93","A101",3,46,"A152",2,1,"A201",0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0.0407557644486945
"4161","C19161",4576,"P41",45,"S12","A34","A173","E71","A93","A101",4,27,"A152",1,1,"A201",0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0.345815803442264
"4696","C19696",6260,"P40",18,"S12","A32","A172","E74","A93","A101",3,28,"A151",1,1,"A201",0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0.416492202906117
"250","C15250",684,"P46",12,"S11","A32","A172","E73","A93","A101",4,40,"A151",1,2,"A201",1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0.492842296808832
"3664","C18664",8086,"P40",36,"S12","A33","A174","E75","A93","A101",4,42,"A152",4,1,"A201",1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0.479583959413556
"2853","C17853",2197,"P41",24,"S14","A34","A173","E74","A93","A101",4,43,"A152",2,2,"A201",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0493213537580633
"3681","C18681",2235,"P40",20,"S11","A34","A173","E73","A94","A103",2,33,"A151",2,1,"A202",1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0.0951959634513573
"919","C15919",7882,"P42",42,"S11","A32","A173","E74","A93","A103",4,45,"A153",1,2,"A201",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0.595462245953076
"4438","C19438",1872,"P42",6,"S11","A34","A174","E71","A93","A101",4,36,"A153",3,1,"A201",0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0.380905299689187
"2620","C17620",1223,"P40",12,"S12","A32","A173","E75","A91","A101",1,46,"A151",2,1,"A201",1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0.356480027043993
"4818","C19818",2022,"P40",24,"S14","A34","A173","E73","A92","A101",4,37,"A152",1,1,"A201",0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0.114686042913361
"3468","C18468",12976,"P41",18,"S12","A32","A174","E71","A92","A101",4,38,"A153",1,1,"A201",1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0.449454468522069
"4613","C19613",6110,"P46",48,"S14","A34","A173","E73","A93","A101",3,31,"A153",1,1,"A201",0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0.228258454914672
"3675","C18675",8229,"P41",36,"S11","A32","A173","E73","A93","A101",2,26,"A152",1,2,"A201",1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0.457243458297937
"955","C15955",7174,"P43",42,"S11","A32","A174","E74","A92","A101",3,30,"A152",1,1,"A201",1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0.585486477975045
"2038","C17038",3016,"P43",12,"S13","A32","A173","E73","A94","A101",1,24,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0.0449395332683648
"1861","C16861",4843,"P40",12,"S11","A34","A173","E75","A93","A102",4,43,"A151",2,1,"A201",1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0.331532460443237
"134","C15134",3863,"P49",24,"S14","A33","A173","E73","A93","A101",2,32,"A153",1,1,"A201",0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0.20677762631139
"2480","C17480",3342,"P43",36,"S14","A34","A173","E75","A93","A101",2,51,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0718001806269258
"687","C15687",3017,"P43",30,"S13","A34","A173","E75","A93","A101",4,47,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0595753570931899
"2183","C17183",2100,"P43",18,"S13","A32","A173","E73","A93","A102",2,37,"A152",1,1,"A201",1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0.0768512187109175
"1737","C16737",1922,"P42",12,"S12","A32","A172","E73","A93","A101",2,37,"A152",1,1,"A201",1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0.293047773292849
"2105","C17105",518,"P43",6,"S14","A32","A173","E73","A92","A101",1,29,"A152",1,1,"A201",0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0.050252620974187
"3695","C18695",741,"P44",12,"S11","A32","A173","E71","A92","A101",3,22,"A152",1,1,"A201",1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0.589039548953361
"947","C15947",428,"P42",6,"S11","A32","A173","E75","A92","A101",1,49,"A152",1,1,"A201",0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0.348457704288415
"744","C15744",7721,"P42",24,"S11","A32","A173","E72","A92","A101",2,30,"A152",1,1,"A202",0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0.383682282607725
